,0,1
2141,13,7
2142,10,8
2143,26,7
2144,26,6
2145,14,4
2146,10,8
2147,29,9
2148,14,4
2149,10,8
2150,29,6
2151,7,3
2152,19,8
2153,2,3
2154,10,1
2155,7,0
2156,29,6
2157,10,2
2158,26,2
2159,19,5
2160,29,6
2161,3,9
2162,14,5
2163,29,8
2164,10,1
2165,3,4
2166,10,1
2167,29,7
2168,10,8
2169,10,4
2170,14,6
2171,10,1
2172,29,8
2173,4,4
2174,29,3
2175,7,1
2176,14,2
2177,26,8
2178,19,0
2179,29,8
2180,7,5
2181,29,9
2182,10,1
2183,26,4
2184,29,2
2185,29,0
2186,26,2
2187,13,7
2188,14,0
2189,1,9
2190,7,0
2191,29,2
2192,19,5
2193,14,7
2194,24,6
2195,7,7
2196,26,9
2197,29,4
2198,26,2
2199,29,6
2200,7,2
2201,14,4
2202,26,4
2203,10,8
2204,7,0
2205,29,4
2206,10,4
2207,5,5
2208,26,8
2209,7,0
2210,26,6
2211,29,8
2212,10,9
2213,10,8
2214,7,5
2215,26,6
2216,29,9
2217,19,0
2218,10,4
2219,7,8
2220,7,7
2221,29,1
2222,29,3
2223,4,4
2224,7,5
2225,26,8
2226,29,0
2227,3,9
2228,2,1
2229,29,3
2230,1,3
2231,14,6
2232,29,9
2233,14,8
2234,13,7
2235,14,1
2236,7,0
2237,3,5
2238,26,7
2239,7,1
2240,14,7
2241,7,5
2242,29,2
2243,4,7
2244,29,9
2245,7,1
2246,10,8
2247,3,5
2248,14,2
2249,3,4
2250,26,9
2251,14,4
2252,13,7
2253,7,2
2254,14,2
2255,26,3
2256,14,4
2257,10,9
2258,2,1
2259,14,9
2260,26,2
2261,29,1
2262,13,7
2263,3,9
2264,14,4
2265,10,4
2266,10,1
2267,29,6
2268,7,7
2269,7,2
2270,26,7
2271,26,8
2272,14,8
2273,1,1
2274,26,9
2275,13,7
2276,10,1
2277,7,1
2278,7,7
2279,1,5
2280,1,3
2281,14,3
2282,3,5
2283,10,1
2284,1,3
2285,29,7
2286,4,6
2287,10,1
2288,7,3
2289,26,8
2290,13,7
2291,19,5
2292,3,9
2293,7,9
2294,19,0
2295,19,0
2296,10,2
2297,10,8
2298,29,8
2299,1,2
2300,10,3
2301,10,7
2302,1,1
2303,26,3
2304,14,0
2305,7,3
2306,10,4
2307,10,4
2308,19,3
2309,26,8
2310,26,9
2311,26,2
2312,7,3
2313,14,9
2314,29,7
2315,10,1
2316,10,1
2317,3,7
2318,3,0
2319,4,4
2320,10,9
2321,14,6
2322,4,5
2323,3,9
2324,10,1
2325,3,7
2326,19,0
2327,26,2
2328,5,0
2329,11,0
2330,3,4
2331,10,6
2332,13,7
2333,7,0
2334,29,7
2335,10,1
2336,10,4
2337,14,6
2338,14,4
2339,7,5
2340,3,4
2341,14,9
2342,14,9
2343,1,1
2344,29,7
2345,10,9
2346,3,5
2347,14,3
2348,26,3
2349,1,8
2350,29,2
2351,29,3
2352,14,6
2353,14,2
2354,29,2
2355,10,1
2356,10,1
2357,1,1
2358,10,1
2359,7,1
2360,3,6
2361,10,9
2362,2,8
2363,4,4
2364,10,3
2365,14,7
2366,10,1
2367,29,6
2368,21,4
2369,3,5
2370,16,0
2371,3,4
2372,20,7
2373,4,4
2374,1,2
2375,14,4
2376,7,0
2377,13,7
2378,14,0
2379,10,1
2380,14,9
2381,7,8
2382,26,8
2383,26,6
2384,3,0
2385,14,0
2386,10,4
2387,10,9
2388,29,6
2389,4,8
2390,1,2
2391,29,2
2392,7,3
2393,1,8
2394,18,4
2395,29,8
2396,29,2
2397,1,2
2398,10,1
2399,13,7
2400,7,5
2401,3,4
2402,3,4
2403,29,0
2404,29,4
2405,11,3
2406,29,9
2407,29,7
2408,7,3
2409,1,1
2410,14,0
2411,10,1
2412,1,2
2413,7,5
2414,26,9
2415,14,2
2416,10,1
2417,26,0
2418,2,1
2419,4,8
2420,26,9
2421,10,1
2422,14,6
2423,3,8
2424,2,3
2425,10,8
2426,4,9
2427,1,3
2428,29,6
2429,29,2
2430,3,8
2431,14,3
2432,29,2
2433,26,2
2434,7,1
2435,19,0
2436,14,4
2437,1,2
2438,10,9
2439,29,2
2440,3,4
2441,26,3
2442,26,7
2443,10,9
2444,10,1
2445,26,5
2446,10,2
2447,10,4
2448,10,9
2449,29,0
2450,29,3
2451,10,8
2452,7,5
2453,1,3
2454,10,6
2455,24,0
2456,10,9
2457,10,4
2458,29,6
2459,26,2
2460,29,5
2461,14,0
2462,3,2
2463,13,7
2464,14,4
2465,10,6
2466,10,6
2467,10,8
2468,10,6
2469,26,6
2470,3,8
2471,26,6
2472,10,9
2473,10,1
2474,13,7
2475,19,2
2476,3,5
2477,3,9
2478,7,9
2479,19,0
2480,13,7
2481,10,2
2482,26,7
2483,10,6
2484,10,7
2485,1,0
2486,3,6
2487,1,5
2488,29,2
2489,14,4
2490,26,7
2491,10,2
2492,7,0
2493,26,9
2494,29,9
2495,26,2
2496,29,2
2497,7,9
2498,3,4
2499,14,4
2500,10,2
2501,19,3
2502,1,3
2503,14,2
2504,10,1
2505,3,7
2506,14,0
2507,29,7
2508,26,6
2509,14,4
2510,14,1
2511,14,3
2512,1,8
2513,2,7
2514,26,4
2515,7,5
2516,26,9
2517,29,2
2518,3,5
2519,10,1
2520,26,8
2521,7,7
2522,10,3
2523,4,7
2524,26,1
2525,7,5
2526,4,5
2527,3,0
2528,29,9
2529,10,1
2530,29,4
2531,19,0
2532,10,6
2533,10,3
2534,29,3
2535,14,6
2536,3,0
2537,10,4
2538,3,9
2539,29,7
2540,7,5
2541,10,1
2542,24,6
2543,29,8
2544,14,9
2545,1,5
2546,23,5
2547,10,7
2548,14,9
2549,1,3
2550,3,8
2551,1,3
2552,10,8
2553,10,1
2554,21,5
2555,29,3
2556,3,5
2557,14,0
2558,10,5
2559,26,5
2560,29,3
2561,10,8
2562,26,6
2563,13,7
2564,1,7
2565,3,7
2566,1,3
2567,13,7
2568,19,0
2569,7,5
2570,10,9
2571,29,0
2572,29,2
2573,10,5
2574,10,5
2575,1,3
2576,10,1
2577,10,7
2578,26,7
2579,10,8
2580,29,6
2581,7,5
2582,7,9
2583,1,3
2584,29,8
2585,3,9
2586,7,5
2587,19,3
2588,13,7
2589,3,9
2590,10,1
2591,13,7
2592,7,0
2593,19,0
2594,29,3
2595,7,7
2596,26,2
2597,7,5
2598,10,8
2599,7,1
2600,1,8
2601,7,6
2602,26,2
2603,3,9
2604,26,5
2605,26,7
2606,3,5
2607,14,7
2608,7,8
2609,10,6
2610,19,2
2611,29,5
2612,10,1
2613,14,4
2614,29,8
2615,26,4
2616,1,5
2617,1,8
2618,19,3
2619,7,0
2620,29,6
2621,14,2
2622,10,7
2623,26,3
2624,1,3
2625,10,2
2626,10,1
2627,5,0
2628,29,7
2629,19,3
2630,14,4
2631,29,0
2632,1,3
2633,7,9
2634,19,3
2635,29,2
2636,7,8
2637,3,9
2638,14,0
2639,19,3
2640,26,8
2641,14,0
2642,26,7
2643,29,6
2644,29,5
2645,26,4
2646,1,7
2647,26,3
2648,7,9
2649,7,0
2650,10,8
2651,29,6
2652,10,2
2653,19,5
2654,29,6
2655,2,1
2656,3,0
2657,3,0
2658,10,4
2659,10,4
2660,19,0
2661,7,1
2662,29,2
2663,10,3
2664,14,2
2665,10,7
2666,29,7
2667,7,8
2668,3,5
2669,29,2
2670,7,5
2671,29,7
2672,3,6
2673,29,9
2674,10,1
2675,14,4
2676,26,1
2677,10,6
2678,10,4
2679,14,2
2680,3,4
2681,10,3
2682,26,5
2683,26,4
2684,29,3
2685,10,9
2686,7,5
2687,19,0
2688,10,1
2689,10,5
2690,10,3
2691,10,8
2692,26,9
2693,10,1
2694,26,9
2695,14,7
2696,3,9
2697,5,5
2698,7,5
2699,10,2
2700,26,7
2701,3,4
2702,14,6
2703,13,0
2704,1,1
2705,10,1
2706,10,1
2707,3,0
2708,10,4
2709,26,4
2710,3,7
2711,14,6
2712,19,3
2713,29,0
2714,5,0
2715,14,4
2716,14,3
2717,3,0
2718,29,6
2719,29,1
2720,10,9
2721,10,6
2722,10,1
2723,7,3
2724,29,8
2725,29,1
2726,29,2
2727,3,5
2728,14,6
2729,29,2
2730,29,7
2731,26,3
2732,10,6
2733,7,0
2734,29,1
2735,20,9
2736,14,7
2737,26,6
2738,29,6
2739,29,8
2740,26,9
2741,26,2
2742,29,9
2743,7,5
2744,10,8
2745,10,3
2746,2,1
2747,3,0
2748,7,0
2749,14,7
2750,29,6
2751,7,6
2752,29,2
2753,1,1
2754,14,6
2755,10,9
2756,29,3
2757,10,1
2758,7,8
2759,26,6
2760,10,9
2761,7,0
2762,29,6
2763,14,0
2764,7,0
2765,7,0
2766,10,6
2767,1,3
2768,3,5
2769,10,9
2770,10,3
2771,10,4
2772,1,5
2773,3,5
2774,10,8
2775,3,5
2776,1,3
2777,7,0
2778,26,4
2779,7,0
2780,14,2
2781,26,9
2782,26,6
2783,10,8
2784,4,2
2785,19,3
2786,1,1
2787,14,2
2788,7,1
2789,14,1
2790,19,5
2791,26,6
2792,26,9
2793,10,8
2794,14,0
2795,10,6
2796,29,6
2797,3,5
2798,26,5
2799,14,3
2800,29,8
2801,3,6
2802,7,2
2803,10,1
2804,10,4
2805,29,5
2806,10,4
2807,1,3
2808,10,7
2809,29,8
2810,19,5
2811,16,0
2812,26,9
2813,29,3
2814,3,5
2815,10,1
2816,29,1
2817,7,0
2818,3,4
2819,10,4
2820,10,7
2821,14,0
2822,10,1
2823,26,7
2824,14,0
2825,10,1
2826,26,6
2827,10,1
2828,26,4
2829,3,5
2830,14,6
2831,26,6
2832,3,5
2833,3,7
2834,14,8
2835,25,4
2836,14,4
2837,13,7
2838,1,2
2839,1,5
2840,26,3
2841,10,7
2842,19,0
2843,29,7
2844,13,7
2845,3,9
2846,10,6
2847,26,4
2848,29,2
2849,1,8
2850,19,5
2851,26,7
2852,26,8
2853,14,3
2854,10,9
2855,19,5
2856,10,8
2857,3,9
2858,26,9
2859,29,8
2860,29,6
2861,10,2
2862,10,8
2863,10,9
2864,29,2
2865,1,3
2866,10,6
2867,10,1
2868,10,1
2869,7,8
2870,3,9
2871,29,3
2872,3,4
2873,3,0
2874,7,7
2875,14,9
2876,3,6
2877,29,4
2878,10,1
2879,14,4
2880,10,1
2881,1,3
2882,10,4
2883,7,9
2884,29,3
2885,1,1
2886,4,4
2887,13,7
2888,1,7
2889,4,4
2890,10,7
2891,29,2
2892,3,9
2893,29,3
2894,14,0
2895,3,8
2896,7,8
2897,2,8
2898,10,4
2899,3,0
2900,14,4
2901,10,4
2902,10,1
2903,1,5
2904,29,2
2905,10,8
2906,7,3
2907,14,4
2908,14,9
2909,27,5
2910,26,2
2911,2,8
2912,10,1
2913,3,5
2914,2,3
2915,10,7
2916,10,9
2917,10,4
2918,14,2
2919,29,5
2920,4,6
2921,14,3
2922,1,5
2923,26,9
2924,1,3
2925,14,5
2926,10,9
2927,29,3
2928,1,1
2929,14,9
2930,29,5
2931,26,3
2932,5,0
2933,29,6
2934,3,9
2935,29,8
2936,14,4
2937,7,0
2938,14,4
2939,29,9
2940,29,2
2941,3,9
2942,3,0
2943,10,1
2944,19,0
2945,10,3
2946,29,1
2947,10,6
2948,1,5
2949,1,8
2950,10,1
2951,26,5
2952,29,3
2953,7,3
2954,25,0
2955,29,3
2956,10,5
2957,14,5
2958,14,9
2959,26,2
2960,10,8
2961,10,7
2962,29,0
2963,3,4
2964,29,9
2965,10,1
2966,29,9
2967,7,7
2968,13,7
2969,29,5
2970,1,5
2971,1,2
2972,14,0
2973,3,9
2974,1,1
2975,7,8
2976,14,6
2977,1,2
2978,19,3
2979,26,9
2980,14,6
2981,7,2
2982,10,1
2983,26,9
2984,10,1
2985,26,3
2986,7,5
2987,3,5
2988,3,0
2989,7,3
2990,3,8
2991,10,3
2992,26,3
2993,26,7
2994,10,6
2995,10,6
2996,19,0
2997,10,1
2998,14,4
2999,3,0
3000,10,6
3001,10,9
3002,1,8
3003,10,1
3004,29,2
3005,10,9
3006,26,9
3007,23,5
3008,10,9
3009,13,7
3010,1,3
3011,29,7
3012,1,8
3013,19,0
3014,10,1
3015,1,3
3016,14,0
3017,26,4
3018,29,6
3019,2,1
3020,19,0
3021,7,2
3022,29,5
3023,10,8
3024,14,4
3025,14,4
3026,1,1
3027,2,1
3028,7,5
3029,7,4
3030,29,6
3031,26,6
3032,7,0
3033,26,6
3034,7,9
3035,3,2
3036,26,6
3037,7,2
3038,29,7
3039,7,1
3040,13,7
3041,26,9
3042,23,4
3043,19,0
3044,3,0
3045,1,3
3046,4,8
3047,10,2
3048,14,2
3049,26,3
3050,10,1
3051,29,6
3052,3,0
3053,3,5
3054,26,7
3055,13,7
3056,3,9
3057,14,2
3058,14,6
3059,10,7
3060,10,9
3061,10,7
3062,7,8
3063,29,6
3064,19,8
3065,7,8
3066,29,4
3067,23,6
3068,1,8
3069,14,4
3070,10,1
3071,14,2
3072,10,8
3073,26,1
3074,26,3
3075,3,9
3076,4,4
3077,19,0
3078,26,3
3079,13,7
3080,1,3
3081,29,2
3082,26,3
3083,7,3
3084,28,7
3085,1,3
3086,10,4
3087,14,0
3088,26,6
3089,1,2
3090,14,0
3091,29,8
3092,1,1
3093,3,5
3094,19,3
3095,29,5
3096,14,4
3097,29,1
3098,28,7
3099,14,1
3100,7,5
3101,7,7
3102,27,5
3103,20,7
3104,26,3
3105,14,2
3106,29,2
3107,7,7
3108,7,3
3109,10,7
3110,29,3
3111,29,7
3112,3,8
3113,5,5
3114,29,4
3115,26,5
3116,29,2
3117,7,5
3118,10,6
3119,3,5
3120,1,3
3121,3,6
3122,29,7
3123,10,4
3124,10,1
3125,13,7
3126,10,1
3127,26,5
3128,29,2
3129,3,3
3130,29,6
3131,29,3
3132,1,1
3133,7,4
3134,14,2
3135,29,6
3136,29,7
3137,10,4
3138,19,3
3139,29,8
3140,7,0
3141,29,6
3142,29,2
3143,10,1
3144,14,6
3145,7,5
3146,26,3
3147,14,9
3148,2,1
3149,10,9
3150,1,3
3151,1,2
3152,10,1
3153,4,8
3154,26,4
3155,26,4
3156,29,6
3157,19,5
3158,26,8
3159,29,6
3160,26,9
3161,7,7
3162,10,7
3163,29,8
3164,24,6
3165,14,9
3166,2,7
3167,26,3
3168,26,9
3169,26,4
3170,13,0
3171,3,5
3172,3,4
3173,10,6
3174,3,4
3175,10,1
3176,26,2
3177,26,3
3178,14,0
3179,3,0
3180,1,2
3181,14,6
3182,14,6
3183,29,5
3184,29,7
3185,3,0
3186,10,8
3187,26,6
3188,26,4
3189,18,7
3190,29,9
3191,29,0
3192,20,7
3193,29,3
3194,14,4
3195,29,2
3196,7,1
3197,7,8
3198,4,8
3199,3,5
3200,26,9
3201,29,2
3202,7,7
3203,10,1
3204,26,8
3205,29,8
3206,29,8
3207,29,2
3208,29,7
3209,26,6
3210,7,0
3211,10,1
3212,29,2
3213,13,7
3214,14,1
3215,7,0
3216,7,8
3217,29,3
3218,26,6
3219,7,0
3220,26,5
3221,19,3
3222,14,6
3223,29,2
3224,29,8
3225,13,7
3226,14,0
3227,10,1
3228,14,4
3229,10,2
3230,10,1
3231,10,1
3232,14,4
3233,10,4
3234,14,4
3235,10,4
3236,10,7
3237,10,1
3238,29,6
3239,10,2
3240,26,9
3241,3,9
3242,11,0
3243,7,0
3244,2,1
3245,2,8
3246,1,8
3247,10,4
3248,14,3
3249,4,4
3250,29,2
3251,14,0
3252,14,6
3253,7,1
3254,25,6
3255,10,1
3256,1,2
3257,10,2
3258,29,2
3259,10,1
3260,14,2
3261,26,3
3262,29,7
3263,7,8
3264,10,1
3265,19,0
3266,29,0
3267,1,2
3268,10,1
3269,14,6
3270,3,6
3271,4,0
3272,2,1
3273,3,6
3274,29,2
3275,29,5
3276,7,1
3277,29,7
3278,14,4
3279,1,8
3280,10,2
3281,10,1
3282,26,4
3283,7,3
3284,29,8
3285,14,3
3286,26,9
3287,14,9
3288,29,4
3289,7,8
3290,14,3
3291,26,4
3292,26,7
3293,10,2
3294,29,7
3295,14,5
3296,7,7
3297,5,0
3298,14,4
3299,19,3
3300,27,3
3301,1,2
3302,10,6
3303,26,7
3304,2,6
3305,3,0
3306,19,0
3307,26,6
3308,14,7
3309,13,7
3310,3,0
3311,29,5
3312,10,5
3313,10,8
3314,10,1
3315,7,0
3316,29,7
3317,3,0
3318,29,2
3319,26,8
3320,10,1
3321,1,5
3322,13,0
3323,3,8
3324,26,8
3325,3,0
3326,19,3
3327,1,2
3328,7,7
3329,10,7
3330,29,2
3331,29,6
3332,3,4
3333,26,7
3334,3,5
3335,29,5
3336,7,5
3337,10,2
3338,29,9
3339,10,2
3340,29,8
3341,14,4
3342,26,6
3343,29,8
3344,10,6
3345,7,5
3346,7,0
3347,7,0
3348,3,8
3349,10,7
3350,29,6
3351,14,1
3352,29,7
3353,10,1
3354,10,1
3355,29,2
3356,29,7
3357,14,4
3358,7,0
3359,3,0
3360,4,7
3361,13,7
3362,26,6
3363,26,3
3364,1,8
3365,29,6
3366,10,4
3367,14,2
3368,3,0
3369,10,9
3370,4,4
3371,3,0
3372,7,5
3373,29,7
3374,29,8
3375,0,2
3376,10,7
3377,29,4
3378,14,7
3379,10,1
3380,1,1
3381,29,3
3382,29,6
3383,29,6
3384,29,2
3385,29,9
3386,26,1
3387,10,9
3388,10,4
3389,29,8
3390,26,3
3391,29,6
3392,10,9
3393,26,5
3394,14,9
3395,10,6
3396,29,2
3397,3,4
3398,29,6
3399,7,7
3400,13,7
3401,19,0
3402,10,6
3403,10,6
3404,14,9
3405,29,4
3406,29,8
3407,26,3
3408,3,5
3409,14,3
3410,14,4
3411,7,9
3412,7,0
3413,29,0
3414,1,5
3415,29,2
3416,29,5
3417,3,0
3418,10,7
3419,10,1
3420,10,1
3421,26,1
3422,14,6
3423,28,7
3424,29,6
3425,10,7
3426,10,9
3427,29,6
3428,29,6
3429,10,4
3430,10,1
3431,10,4
3432,26,3
3433,29,1
3434,7,1
3435,10,2
3436,10,2
3437,10,4
3438,1,1
3439,3,0
3440,1,8
3441,19,7
3442,29,6
3443,14,3
3444,23,4
3445,19,0
3446,3,0
3447,26,6
3448,27,3
3449,1,3
3450,14,0
3451,29,7
3452,1,1
3453,10,7
3454,10,1
3455,10,1
3456,3,3
3457,10,1
3458,3,0
3459,29,9
3460,14,9
3461,13,7
3462,19,5
3463,10,4
3464,10,1
3465,14,4
3466,29,8
3467,26,9
3468,3,5
3469,1,3
3470,26,5
3471,2,1
3472,3,9
3473,3,8
3474,29,2
3475,3,3
3476,10,3
3477,14,9
3478,29,9
3479,19,0
3480,10,1
3481,14,0
3482,29,2
3483,26,9
3484,1,3
3485,3,9
3486,29,3
3487,26,3
3488,14,6
3489,29,2
3490,10,4
3491,14,9
3492,14,8
3493,1,3
3494,1,7
3495,10,4
3496,14,0
3497,14,4
3498,26,7
3499,26,8
3500,14,4
3501,3,9
3502,10,8
3503,10,9
3504,26,9
3505,10,7
3506,10,5
3507,14,9
3508,26,2
3509,3,8
3510,1,2
3511,26,2
3512,7,0
3513,26,2
3514,29,2
3515,1,3
3516,26,8
3517,14,4
3518,29,6
3519,26,8
3520,18,6
3521,7,8
3522,10,2
3523,29,4
3524,3,6
3525,29,7
3526,29,9
3527,27,3
3528,14,3
3529,29,9
3530,10,4
3531,19,3
3532,10,1
3533,14,4
3534,14,4
3535,3,7
3536,14,0
3537,7,5
3538,26,9
3539,26,6
3540,14,0
3541,3,4
3542,14,4
3543,29,4
3544,23,4
3545,26,6
3546,10,1
3547,26,2
3548,19,3
3549,14,3
3550,29,6
3551,26,4
3552,19,5
3553,10,9
3554,29,6
3555,7,8
3556,14,5
3557,29,6
3558,29,5
3559,29,8
3560,26,6
3561,10,4
3562,7,1
3563,29,8
3564,29,6
3565,7,5
3566,10,2
3567,29,8
3568,29,4
3569,7,5
3570,7,5
3571,10,4
3572,13,7
3573,14,7
3574,13,0
3575,29,7
3576,7,8
3577,29,2
3578,29,2
3579,14,3
3580,1,7
3581,7,0
3582,10,1
3583,10,8
3584,19,0
3585,29,7
3586,10,1
3587,14,9
3588,29,8
3589,26,7
3590,1,5
3591,14,5
3592,26,9
3593,29,1
3594,26,7
3595,21,5
3596,14,4
3597,19,9
3598,10,1
3599,10,2
3600,29,2
3601,10,1
3602,14,6
3603,14,6
3604,14,7
3605,29,1
3606,7,1
3607,3,4
3608,19,0
3609,26,7
3610,26,4
3611,1,2
3612,14,4
3613,3,0
3614,26,6
3615,3,4
3616,10,7
3617,2,6
3618,10,9
3619,26,5
3620,14,3
3621,3,4
3622,14,6
3623,29,5
3624,19,0
3625,10,1
3626,10,8
3627,29,8
3628,7,2
3629,29,8
3630,10,3
3631,3,5
3632,10,7
3633,7,8
3634,7,0
3635,3,8
3636,3,5
3637,13,7
3638,2,1
3639,10,1
3640,19,0
3641,7,1
3642,1,3
3643,10,7
3644,7,8
3645,28,5
3646,14,0
3647,29,7
3648,10,1
3649,10,1
3650,7,0
3651,10,1
3652,7,1
3653,26,4
3654,7,5
3655,29,2
3656,26,7
3657,14,6
3658,10,2
3659,14,3
3660,19,0
3661,29,2
3662,26,8
3663,7,5
3664,26,9
3665,14,6
3666,10,9
3667,7,7
3668,14,2
3669,10,1
3670,14,3
3671,10,6
3672,10,4
3673,10,1
3674,1,8
3675,14,2
3676,14,4
3677,7,0
3678,3,5
3679,10,1
3680,14,0
3681,1,2
3682,14,2
3683,29,6
3684,14,4
3685,29,4
3686,10,3
3687,29,9
3688,10,6
3689,10,1
3690,29,6
3691,7,5
3692,7,7
3693,26,9
3694,14,2
3695,7,0
3696,1,2
3697,10,6
3698,7,0
3699,10,1
3700,10,4
3701,14,3
3702,10,5
3703,1,2
3704,1,8
3705,26,8
3706,7,0
3707,7,8
3708,14,8
3709,14,9
3710,19,0
3711,3,9
3712,14,6
3713,29,7
3714,3,6
3715,14,3
3716,26,9
3717,26,3
3718,26,4
3719,10,7
3720,29,7
3721,10,7
3722,26,4
3723,7,9
3724,29,0
3725,10,6
3726,10,4
3727,4,8
3728,10,4
3729,14,2
3730,3,7
3731,14,2
3732,7,8
3733,29,1
3734,19,0
3735,19,0
3736,13,7
3737,26,8
3738,29,3
3739,29,3
3740,7,3
3741,10,1
3742,10,3
3743,26,7
3744,29,6
3745,10,1
3746,10,3
3747,10,1
3748,14,6
3749,14,6
3750,14,5
3751,10,7
3752,14,4
3753,13,7
3754,3,5
3755,26,9
3756,7,5
3757,14,8
3758,3,4
3759,14,9
3760,26,9
3761,10,1
3762,14,6
3763,4,5
3764,7,0
3765,10,1
3766,7,3
3767,2,7
3768,3,0
3769,7,3
3770,3,4
3771,7,8
3772,29,2
3773,10,2
3774,23,0
3775,26,2
3776,29,5
3777,10,1
3778,29,5
3779,10,1
3780,14,4
3781,29,8
3782,29,8
3783,14,9
3784,10,1
3785,1,2
3786,10,1
3787,14,3
3788,19,5
3789,10,1
3790,13,0
3791,14,9
3792,14,4
3793,26,4
3794,10,8
3795,7,3
3796,1,2
3797,3,5
3798,10,9
3799,19,7
3800,7,6
3801,14,6
3802,29,2
3803,14,0
3804,7,0
3805,3,0
3806,23,5
3807,7,8
3808,1,7
3809,2,1
3810,3,5
3811,26,2
3812,14,3
3813,7,8
3814,7,5
3815,10,1
3816,10,8
3817,14,2
3818,16,0
3819,14,4
3820,3,9
3821,14,9
3822,14,6
3823,29,2
3824,3,3
3825,26,3
3826,14,5
3827,26,6
3828,14,4
3829,3,8
3830,3,0
3831,10,9
3832,26,2
3833,29,8
3834,10,3
3835,14,6
3836,4,7
3837,29,5
3838,29,7
3839,29,2
3840,14,9
3841,14,4
3842,14,9
3843,7,1
3844,10,2
3845,29,8
3846,1,6
3847,19,0
3848,2,7
3849,13,0
3850,14,9
3851,7,1
3852,1,1
3853,5,6
3854,29,7
3855,19,5
3856,10,9
3857,10,9
3858,9,1
3859,26,9
3860,7,5
3861,10,9
3862,26,2
3863,25,5
3864,3,0
3865,26,4
3866,10,1
3867,24,0
3868,29,8
3869,26,9
3870,5,0
3871,29,8
3872,14,9
3873,29,8
3874,4,9
3875,14,4
3876,29,2
3877,26,5
3878,10,7
3879,3,9
3880,10,8
3881,3,9
3882,10,8
3883,19,0
3884,7,9
3885,3,9
3886,3,6
3887,1,8
3888,14,9
3889,10,9
3890,7,5
3891,26,9
3892,7,8
3893,3,5
3894,7,1
3895,7,0
3896,3,3
3897,26,3
3898,3,5
3899,10,2
3900,10,1
3901,14,6
3902,29,5
3903,29,0
3904,26,2
3905,4,8
3906,19,1
3907,29,5
3908,29,6
3909,14,2
3910,19,3
3911,7,0
3912,14,2
3913,7,2
3914,26,6
3915,29,4
3916,1,3
3917,3,5
3918,5,5
3919,10,1
3920,7,7
3921,26,2
3922,10,1
3923,3,6
3924,3,9
3925,2,1
3926,1,9
3927,3,9
3928,3,5
3929,3,5
3930,10,1
3931,10,6
3932,29,2
3933,29,2
3934,10,8
3935,3,6
3936,29,7
3937,10,1
3938,10,4
3939,14,6
3940,13,0
3941,29,4
3942,7,0
3943,3,3
3944,1,3
3945,26,2
3946,10,2
3947,1,3
3948,16,6
3949,29,8
3950,10,9
3951,10,8
3952,26,5
3953,29,3
3954,7,8
3955,7,5
3956,3,4
3957,23,5
3958,14,2
3959,3,0
3960,7,5
3961,14,6
3962,7,3
3963,7,2
3964,7,8
3965,7,3
3966,14,9
3967,29,9
3968,10,5
3969,10,7
3970,10,9
3971,23,4
3972,7,6
3973,13,7
3974,1,1
3975,14,3
3976,10,7
3977,26,3
3978,29,6
3979,29,6
3980,19,0
3981,26,9
3982,7,0
3983,29,1
3984,10,9
3985,10,9
3986,10,2
3987,29,8
3988,29,8
3989,14,0
3990,1,1
3991,26,6
3992,26,9
3993,13,7
3994,7,5
3995,19,3
3996,14,4
3997,7,7
3998,29,4
3999,14,9
4000,14,9
4001,10,4
4002,29,3
4003,29,6
4004,1,3
4005,10,1
4006,10,1
4007,10,7
4008,14,6
4009,10,9
4010,10,1
4011,10,8
4012,14,4
4013,10,1
4014,10,1
4015,14,9
4016,10,9
4017,26,4
4018,7,3
4019,26,6
4020,7,8
4021,10,1
4022,3,6
4023,19,0
4024,3,4
4025,10,1
4026,1,3
4027,10,7
4028,10,7
4029,10,4
4030,10,9
4031,3,5
4032,29,1
4033,19,0
4034,19,0
4035,10,1
4036,10,1
4037,29,6
4038,1,2
4039,7,1
4040,3,9
4041,1,8
4042,14,4
4043,19,0
4044,19,3
4045,26,6
4046,3,4
4047,26,9
4048,19,0
4049,26,7
4050,10,1
4051,4,6
4052,3,5
4053,10,7
4054,19,5
4055,29,2
4056,7,5
4057,10,1
4058,10,8
4059,7,5
4060,18,4
4061,10,7
4062,14,0
4063,29,6
4064,13,7
4065,29,0
4066,29,2
4067,29,5
4068,19,8
4069,10,1
4070,3,0
4071,23,4
4072,29,5
4073,13,7
4074,10,1
4075,14,8
4076,10,5
4077,10,1
4078,26,9
4079,14,0
4080,3,0
4081,7,6
4082,23,0
4083,13,7
4084,26,3
4085,10,1
4086,7,8
4087,7,3
4088,14,9
4089,7,7
4090,13,0
4091,19,0
4092,29,8
4093,14,9
4094,29,5
4095,14,9
4096,29,8
4097,26,3
4098,29,2
4099,26,7
4100,29,2
4101,10,9
4102,29,7
4103,26,2
4104,10,1
4105,10,1
4106,1,3
4107,29,7
4108,19,5
4109,1,3
4110,26,1
4111,14,9
4112,7,8
4113,29,2
4114,26,2
4115,14,2
4116,14,8
4117,29,8
4118,26,5
4119,7,7
4120,19,3
4121,29,8
4122,3,9
4123,26,8
4124,29,8
4125,7,6
4126,29,8
4127,26,2
4128,19,3
4129,26,9
4130,10,7
4131,1,5
4132,29,6
4133,29,2
4134,29,9
4135,10,2
4136,14,8
4137,26,8
4138,10,1
4139,14,6
